SampledPos_x,SampledPos_y,ObservationPre_row,ObservationPre_col,Action,ReachedPos_x,ReachedPos_y,ObservationPost_row,ObservationPost_col,discrTouch
87.08163265306122,301.3867243867244,4,10,2,87.08163265306122,291.3867243867244,6,10,124
122.38775510204081,276.36219336219335,6,14,2,122.38775510204081,266.36219336219335,7,13,103
42.244897959183675,277.8066378066378,8,7,1,52.244897959183675,277.8066378066378,8,8,236
101.91836734693878,266.76479076479075,7,12,3,91.91836734693878,266.76479076479075,8,11,75
120.12244897959184,251.42857142857142,8,14,3,110.12244897959184,251.42857142857142,9,14,195
105.36734693877551,268.5786435786436,7,13,1,115.36734693877551,268.5786435786436,7,13,67
81.42857142857143,310.8686868686869,4,9,1,91.42857142857143,310.8686868686869,3,10,126
55.51020408163265,299.96248196248195,5,8,3,45.51020408163265,299.96248196248195,6,6,129
84.3061224489796,303.4300144300144,4,9,2,84.3061224489796,293.4300144300144,5,9,118
67.79591836734694,268.6695526695527,8,9,2,67.79591836734694,258.6695526695527,9,9,161
123.65306122448979,301.54834054834055,3,13,3,113.65306122448979,301.54834054834055,3,12,149
41.795918367346935,275.23520923520925,9,7,0,41.795918367346935,285.23520923520925,7,7,171
34.46938775510204,281.11255411255416,8,6,2,34.46938775510204,271.11255411255416,9,6,70
82.0,254.34343434343435,9,11,1,92.0,254.34343434343435,9,11,134
93.48979591836735,278.2900432900433,7,11,1,103.48979591836735,278.2900432900433,6,12,73
118.81632653061224,267.8672438672439,7,14,0,118.81632653061224,277.8672438672439,6,13,116
35.755102040816325,318.3751803751804,4,5,1,45.755102040816325,318.3751803751804,4,6,165
37.9795918367347,319.1558441558442,3,18,0,37.9795918367347,329.1558441558442,3,5,49
73.79591836734694,267.15440115440117,8,9,3,63.79591836734694,267.15440115440117,9,9,104
64.0,258.8888888888889,10,10,1,74.0,258.8888888888889,10,10,191
77.0,255.6060606060606,9,10,0,77.0,265.6060606060606,8,10,234
79.79591836734694,265.63924963924967,8,11,2,79.79591836734694,255.63924963924967,9,11,116
99.06122448979592,286.2799422799423,6,11,1,109.06122448979592,286.2799422799423,9,2,39
105.20408163265306,303.5223665223665,3,11,0,105.20408163265306,313.5223665223665,2,11,64
113.6938775510204,262.44877344877347,8,13,0,113.6938775510204,272.44877344877347,6,13,105
102.55102040816327,312.24675324675326,2,11,3,92.55102040816327,312.24675324675326,3,11,100
30.306122448979593,317.06637806637804,4,5,0,30.306122448979593,327.06637806637804,3,4,85
55.10204081632653,321.5440115440116,3,6,3,45.10204081632653,321.5440115440116,3,5,129
91.61224489795919,285.4761904761905,6,10,0,91.61224489795919,295.4761904761905,5,11,168
96.46938775510205,265.45598845598846,8,12,1,106.46938775510205,265.45598845598846,8,12,85
90.38775510204081,284.44300144300144,6,10,1,100.38775510204081,284.44300144300144,6,12,237
127.55102040816327,305.93362193362196,2,13,2,127.55102040816327,295.93362193362196,3,13,119
83.46938775510205,268.73881673881675,8,11,0,83.46938775510205,278.73881673881675,7,11,113
81.0,254.59595959595958,9,11,1,91.0,254.59595959595958,9,12,213
96.18367346938776,293.71861471861473,5,11,0,96.18367346938776,303.71861471861473,4,11,48
67.6938775510204,274.06493506493507,8,10,1,77.6938775510204,274.06493506493507,8,10,160
90.71428571428571,280.33333333333337,7,11,3,80.71428571428571,280.33333333333337,7,10,217
30.653061224489797,325.03318903318905,3,4,1,40.6530612244898,325.03318903318905,3,5,180
84.3265306122449,315.50649350649354,3,9,1,94.3265306122449,315.50649350649354,2,10,177
113.42857142857143,302.78787878787875,3,12,3,103.42857142857143,302.78787878787875,4,11,185
67.89795918367346,263.2741702741703,9,9,0,67.89795918367346,273.2741702741703,8,10,217
50.95918367346939,303.79653679653677,5,7,1,60.95918367346939,303.79653679653677,5,7,79
69.6938775510204,273.55988455988455,8,9,0,69.6938775510204,283.55988455988455,7,9,128
32.59183673469388,288.2987012987013,7,6,2,32.59183673469388,278.2987012987013,8,6,134
42.9795918367347,317.8932178932179,4,6,2,42.9795918367347,307.8932178932179,5,6,131
