Computer Time (ms),touch_row,touch_col,type
2703797,8,13,2
2703876,8,13,2
2703956,8,14,2
2704036,8,14,2
2704115,7,15,2
2704194,7,15,2
2704274,7,16,2
2704353,7,16,2
2704433,7,17,2
2704512,7,17,2
2704592,6,18,2
2704671,6,18,2
2704751,6,17,2
2704830,5,17,2
2704910,5,16,2
2704989,5,16,2
2705068,4,17,2
2705148,4,17,2
2705306,3,17,2
2705386,3,17,2
2705466,3,16,2
2705545,3,16,2
2705624,3,15,2
2705704,2,15,2
2705783,2,14,2
2705863,3,14,2
2705942,3,13,2
2706022,3,13,2
2706101,3,13,2
2706181,4,13,2
2706260,4,14,2
2706339,4,14,2
2706419,4,15,2
2706498,4,16,2
2706576,4,16,2
2706651,4,17,2
2706742,4,17,2
2706822,4,17,2
2706900,3,17,2
2706975,3,17,2
2707055,3,16,2
2707131,3,16,2
2707219,3,15,2
2707297,3,14,2
2707372,3,14,2
2707452,3,13,2
2707531,3,13,2
2707611,3,12,2
2707690,3,11,2
2707769,3,11,2
2707849,3,11,2
2707928,3,11,2
2708008,3,12,2
2708087,4,13,2
2708167,4,13,2
2708246,4,12,2
2708326,5,12,2
2708405,5,11,2
2708484,6,11,2
2708564,6,10,2
2708643,6,11,2
2708723,6,11,2
2708802,6,12,2
2708882,6,12,2
2708966,6,13,2
2709045,6,13,2
2709120,5,14,2
2709201,5,14,2
2709279,5,15,2
2709358,5,15,2
2709438,5,14,2
2709517,5,13,2
2709597,5,13,2
2709676,5,12,2
2709756,5,12,2
2709835,5,11,2
2709915,5,10,2
2709994,5,10,2
2710073,5,9,2
2710153,5,9,2
2710232,6,8,2
2710312,6,8,2
2710391,6,7,2
2710471,7,7,2
2710550,7,6,2
2710630,7,6,2
2710709,7,5,2
2710789,8,5,2
2710868,8,4,2
2710947,8,4,2
2711032,9,5,2
2711112,9,5,2
2711191,9,6,2
2711269,10,6,2
2711350,10,6,2
2711429,9,7,2
2711504,9,7,2
2711583,9,8,2
2711662,8,8,2
2711742,8,9,2
2711821,7,9,2
2711901,7,9,2
2711980,7,10,2
2712060,6,10,2
2712139,6,10,2
2712219,7,9,2
2712298,7,9,2
2712377,7,8,2
2712457,7,7,2
2712537,7,7,2
2712616,7,6,2
2712695,7,6,2
2712775,7,6,2
2712854,6,7,2
2712934,6,7,2
2713013,6,8,2
2713093,6,8,2
2713172,5,8,2
2713251,4,8,2
2713331,4,9,2
2713410,4,9,2
2713490,4,9,2
2713569,4,10,2
2713649,5,10,2
2713728,4,10,2
2713808,4,9,2
2713887,3,9,2
2713967,3,8,2
2714046,2,8,2
2714126,2,7,2
2714207,2,7,2
2714285,2,6,2
2714369,2,5,2
2714446,2,5,2
2714523,2,4,2
2714602,2,4,2
2714682,2,5,2
2714761,2,5,2
2714840,2,6,2
2714920,2,6,2
2714999,2,7,2
2715079,2,7,2
2715158,2,8,2
2715235,2,9,2
2715322,2,9,2
2715401,2,10,2
2715477,2,10,2
2715561,2,11,2
2715640,3,11,2
2715714,3,10,2
2715794,3,10,2
2715874,3,9,2
2715953,3,8,2
2716033,4,8,2
2716112,4,7,2
2716191,4,7,2
2716276,4,6,2
2716355,4,6,2
2716435,4,6,2
2716514,4,7,2
2716593,4,7,2
2716668,4,8,2
2716747,3,8,2
2716827,3,9,2
2716906,3,9,2
2716991,2,10,2
2717069,2,10,2
2717144,3,10,2
2717229,3,9,2
2717308,3,9,2
2717383,3,8,2
2717462,3,8,2
2717542,4,9,2
2717621,3,9,2
2717701,3,10,2
2717785,3,10,2
2717855,3,11,2
2717944,3,11,2
2718019,3,12,2
2718098,3,13,2
2718177,3,13,2
2718257,3,13,2
2718336,2,13,2
2718416,2,12,2
2718495,2,12,2
2718574,2,11,2
2718654,2,11,2
2718734,2,10,2
2718813,3,10,2
2718892,3,9,2
2718972,3,9,2
2719056,3,8,2
2719135,4,8,2
2719216,4,7,2
2719292,4,6,2
2719369,5,6,2
2719448,5,5,2
2719528,5,5,2
2719607,5,4,2
2719687,6,4,2
2719771,6,3,2
2719850,6,3,2
2719921,7,3,2
2720010,7,3,2
2720079,6,3,2
2720170,6,4,2
2720247,6,4,2
2720323,6,5,2
2720402,5,5,2
2720481,5,5,2
2720566,5,6,2
2720645,5,6,2
2720720,4,7,2
2720800,4,7,2
2720878,4,8,2
2720958,4,9,2
2721038,4,9,2
2721117,3,10,2
2721196,3,10,2
2721274,3,11,2
2721361,3,11,2
2721439,3,12,2
2721514,2,12,2
2721594,2,12,2
2721673,2,12,2
2721753,2,11,2
2721832,2,10,2
2721909,1,10,2
2721996,1,9,2
2722074,1,9,2
2722150,1,8,2
2722229,2,8,2
2722309,2,7,2
2722391,2,6,2
2722471,2,6,2
2722551,2,5,2
2722630,2,5,2
2722709,3,4,2
2722789,3,4,2
2722868,3,3,2
2722948,3,3,2
2723028,4,2,2
2723106,4,2,2
2723265,4,1,2
2723345,5,1,2
2723426,5,0,2
2723506,5,0,2
2723585,5,1,2
2723662,4,2,2
2723744,4,2,2
2723823,4,3,2
2723903,3,3,2
2723981,3,3,2
2724062,2,4,2
2724140,2,4,2
2724216,1,4,2
2724295,1,4,2
2724374,2,5,2
2724454,2,5,2
2724529,3,5,2
2724618,3,4,2
2724697,3,4,2
2724776,3,3,2
2724852,3,4,2
2724931,3,4,2
2725010,2,5,2
2725090,2,5,2
2725169,2,6,2
2725249,2,6,2
2725328,1,7,2
2725407,1,7,2
2725487,1,8,2
2725566,1,7,2
2725646,1,7,2
2725730,2,6,2
2725809,2,6,2
2725889,2,5,2
2725968,3,5,2
2726048,3,4,2
2726122,3,4,2
2726202,3,3,2
2726281,4,3,2
2726361,4,2,2
2726440,4,2,2
2726604,5,1,2
2726684,5,1,2
2726769,5,1,2
2726839,6,2,2
2726922,6,2,2
2727001,6,3,2
2727076,6,4,2
2727155,7,4,2
2727235,6,5,2
2727314,6,5,2
2727394,6,6,2
2727473,6,6,2
2727552,5,7,2
2727632,5,7,2
2727711,5,8,2
2727788,5,8,2
2727875,4,9,2
2727954,4,9,2
2728034,4,10,2
2728113,4,10,2
2728188,3,11,2
2728268,3,10,2
2728347,4,10,2
2728426,4,9,2
2728506,4,9,2
2728585,4,8,2
2728665,4,8,2
2728745,5,7,2
2728824,5,7,2
2728903,5,6,2
2728983,5,6,2
2729062,5,6,2
2729142,5,7,2
2729221,4,7,2
2729306,4,8,2
2729385,3,8,2
2729465,3,9,2
2729542,3,9,2
2729618,3,10,2
2729697,3,10,2
2729777,4,11,2
2729862,4,11,2
2729939,5,12,2
2730016,5,11,2
2730095,5,11,2
2730174,6,11,2
2730254,6,11,2
2730334,5,12,2
2730413,5,12,2
2730497,5,13,2
2730576,5,13,2
2730656,5,14,2
2730734,5,14,2
2730810,5,15,2
2730889,5,16,2
2730969,5,16,2
2731049,5,17,2
2731128,5,17,2
2731207,5,18,2
2731287,6,18,2
2731366,7,17,2
2731445,7,17,2
2731526,7,17,2
2731605,6,16,2
2731684,6,16,2
2731763,6,15,2
2731843,5,15,2
2731923,5,14,2
2732002,5,14,2
2732081,6,13,2
2732161,6,13,2
2732240,7,13,2
2732320,7,12,2
2732399,8,12,2
2732479,7,12,2
2732558,7,13,2
2732637,7,13,2
2732717,7,14,2
2732797,7,14,2
2732876,7,15,2
2732955,7,16,2
2733035,7,16,2
2733112,7,17,2
2733199,7,17,2
2733278,7,18,2
2733353,7,18,2
2733437,7,19,2
2733512,7,19,2
2733591,7,19,2
2733670,6,19,2
2733829,5,18,2
2733909,4,18,2
2733989,4,18,2
2734068,4,17,2
2734147,4,17,2
2734226,5,16,2
2734306,5,16,2
2734382,5,15,2
2734470,6,15,2
2734550,6,15,2
2734627,7,15,2
2734701,8,15,2
2734784,8,15,2
2734864,8,16,2
2734947,8,16,2
2735025,8,17,2
2735101,8,18,2
2735180,8,18,2
2735260,8,19,2
2735339,7,19,2
2735418,8,19,2
2735498,8,19,2
2735577,9,19,2
2735657,10,18,2
2735731,10,18,2
2735820,10,17,2
2735898,10,17,2
2735975,10,16,2
2736054,10,16,2
2736133,9,15,2
2736213,9,15,2
2736292,8,14,2
2736372,8,14,2
2736451,8,13,2
2736531,7,13,2
2736610,7,14,2
2736690,7,14,2
2736769,6,15,2
2736849,6,15,2
2736928,6,16,2
2737008,5,16,2
2737092,6,16,2
2737170,7,16,2
2737250,7,16,2
2737330,8,16,2
2737405,8,16,2
2737484,8,15,2
2737568,7,15,2
2737648,7,14,2
2737727,7,14,2
2737802,7,13,2
2737881,7,13,2
2737961,7,12,2
2738045,7,12,2
2738124,6,12,2
2738199,5,12,2
2738279,5,13,2
2738358,4,13,2
2738438,4,14,2
2738517,4,14,2
2738597,4,14,2
2738673,5,14,2
2738761,5,13,2
2738840,6,13,2
2738919,6,12,2
2738994,7,12,2
2739073,7,11,2
2739152,7,11,2
2739238,7,10,2
2739316,7,10,2
2739391,8,9,2
2739471,8,9,2
2739555,8,8,2
2739634,8,8,2
2739713,8,7,2
2739788,8,7,2
2739867,8,7,2
2739947,7,7,2
2740026,6,7,2
2740106,6,8,2
2740185,5,8,2
2740265,5,9,2
2740344,5,9,2
2740503,4,10,2
2740582,4,11,2
2740662,4,11,2
2740741,3,12,2
2740821,3,12,2
2740901,4,13,2
2740980,4,13,2
2741059,4,14,2
2741139,4,14,2
2741218,5,14,2
2741298,6,14,2
2741377,6,13,2
2741456,7,13,2
2741536,7,13,2
2741616,8,12,2
2741695,8,12,2
2741774,8,11,2
2741854,9,11,2
2741933,9,10,2
2742011,9,10,2
2742097,10,9,2
2742176,10,9,2
2742251,10,10,2
2742331,10,10,2
2742413,9,11,2
2742495,9,11,2
2742574,9,12,2
2742654,9,12,2
2742728,9,13,2
2742807,9,13,2
2742886,9,14,2
2742966,9,13,2
2743049,10,13,2
2743128,10,13,2
2743208,10,12,2
2743287,10,12,2
2743367,10,11,2
2743446,10,11,2
2743527,10,10,2
2743605,10,10,2
2743685,10,9,2
2743765,10,9,2
2743845,9,8,2
2743925,9,8,2
2744004,9,7,2
2744084,9,7,2
2744160,9,6,2
2744235,10,0,2
2744319,8,5,2
2744398,8,4,2
2744478,8,4,2
2744557,8,5,2
2744642,8,5,2
2744713,7,6,2
2744792,7,6,2
2744874,7,7,2
2744953,7,7,2
2745030,6,8,2
2745116,6,8,2
2745196,6,9,2
2745270,6,9,2
2745350,5,10,2
2745429,5,10,2
2745514,5,11,2
2745583,5,11,2
2745672,5,12,2
2745752,5,12,2
2745831,5,13,2
2745906,5,14,2
2745982,5,14,2
2746069,4,14,2
2746141,3,14,2
2746229,3,14,2
2746306,3,15,2
2746380,2,15,2
2746464,2,16,2
2746543,2,16,2
2746623,1,17,2
2746702,2,16,2
2746782,2,16,2
2746861,2,15,2
2746936,2,15,2
2747023,3,14,2
2747097,3,13,2
2747177,3,13,2
2747256,3,13,2
2747336,3,14,2
2747415,3,15,2
2747495,3,15,2
2747575,3,16,2
2747654,3,16,2
2747730,3,17,2
2747818,3,17,2
2747896,3,18,2
2747972,3,17,2
2748052,3,17,2
2748135,3,16,2
2748210,3,16,2
2748294,2,15,2
2748375,2,15,2
2748448,2,14,2
2748528,2,14,2
2748607,3,15,2
2748687,3,15,2
2748767,3,16,2
2748850,3,16,2
2748929,4,17,2
2749010,4,17,2
2749089,5,17,2
2749159,6,18,2
2749248,6,18,2
2749320,7,18,2
2749407,7,18,2
2749486,6,17,2
2749561,6,17,2
2749640,6,16,2
2749724,7,17,2
2749804,8,17,2
2749878,8,17,2
2749963,9,17,2
2750038,10,17,2
2750117,10,16,2
2750196,10,16,2
2750276,10,15,2
2750355,10,15,2
2750435,10,14,2
2750514,10,14,2
2750593,10,13,2
2750673,10,13,2
2750753,9,13,2
2750832,9,14,2
2750911,8,14,2
2750991,8,14,2
2751070,7,15,2
2751150,7,15,2
2751230,7,16,2
2751309,7,16,2
2751391,7,17,2
2751471,7,17,2
2751550,7,17,2
2751631,7,16,2
2751711,7,16,2
2751790,7,15,2
2751870,8,15,2
2751944,8,14,2
2752020,9,14,2
2752108,9,15,2
2752187,9,15,2
2752260,9,16,2
2752346,9,16,2
2752425,9,16,2
2752500,8,15,2
2752580,8,15,2
2752664,8,14,2
2752744,9,14,2
2752823,9,13,2
2752903,10,13,2
2752981,10,12,2
2753057,10,12,2
2753136,10,13,2
2753215,10,13,2
2753295,9,13,2
2753374,9,13,2
2753454,9,12,2
2753534,9,12,2
2753607,9,11,2
2753698,8,11,2
2753775,8,12,2
2753851,8,12,2
2753930,8,13,2
2754010,9,13,2
2754089,9,14,2
2754169,9,14,2
2754248,9,15,2
2754328,10,15,2
2754407,10,16,2
2754487,10,16,2
2754566,10,17,2
2754646,10,17,2
2754725,10,18,2
2754804,9,17,2
2754884,9,17,2
2754963,9,16,2
2755043,10,16,2
2755122,10,15,2
2755202,10,15,2
2755281,10,14,2
2755360,10,14,2
2755440,10,13,2
2755524,10,13,2
2755604,10,12,2
2755683,9,12,2
2755763,8,12,2
2755840,8,12,2
2755916,7,12,2
2755998,7,12,2
2756077,8,11,2
2756157,9,12,2
2756236,9,12,2
2756316,10,12,2
2756396,9,12,2
2756475,8,12,2
2756554,8,12,2
2756633,7,12,2
2756706,7,12,2
2756796,6,12,2
2756874,6,12,2
2756949,5,11,2
2757029,5,11,2
2757108,5,10,2
2757188,5,10,2
2757267,5,9,2
2757352,5,9,2
2757428,5,8,2
2757504,6,8,2
2757590,6,7,2
2757670,6,7,2
2757749,6,6,2
2757827,7,6,2
2757903,7,5,2
2757982,7,5,2
2758062,7,4,2
2758142,7,3,2
2758221,6,3,2
2758300,6,3,2
2758380,5,3,2
2758459,5,3,2
2758618,4,4,2
2758698,4,5,2
2758781,4,5,2
2758861,3,5,2
2758939,3,6,2
2759100,2,7,2
2759177,2,7,2
2759254,1,8,2
2759333,1,8,2
2759413,1,9,2
2759490,1,10,2
2759577,1,10,2
2759656,1,10,2
2759735,1,10,2
2759808,2,9,2
2759891,2,8,2
2759971,2,8,2
2760050,2,7,2
2760129,2,7,2
2760209,3,6,2
2760288,3,6,2
2760369,3,5,2
2760449,3,5,2
2760524,3,4,2
2760604,4,4,2
2760683,4,3,2
2760763,4,3,2
2760842,5,2,2
2760921,5,2,2
2761080,5,1,2
2761160,5,0,2
2761239,6,0,2
2761318,5,0,2
2761398,5,0,2
2761477,4,0,2
2761557,3,0,2
2761636,3,1,2
2761716,2,1,2
2761795,2,1,2
2761875,2,0,2
2761954,2,0,2
2762032,2,1,2
2762119,2,2,2
2762278,3,3,2
2762356,3,3,2
2762432,3,2,2
2762511,3,2,2
2762592,3,1,2
2762672,3,1,2
2762752,3,2,2
2762835,3,3,2
2762913,3,3,2
2762988,3,4,2
2763147,2,4,2
2763227,2,4,2
2763306,2,4,2
2763385,1,4,2
2763464,1,5,2
2763544,1,5,2
2763623,2,5,2
2763703,2,5,2
2763782,2,4,2
2763862,3,4,2
2763941,3,3,2
2764021,3,3,2
2764100,3,2,2
2764179,3,2,2
2764344,4,1,2
2764422,4,1,2
2764498,4,0,2
2764574,4,0,2
2764661,5,0,2
2764738,5,0,2
2764820,5,0,2
2764899,4,1,2
2764974,4,1,2
2765054,3,2,2
2765133,3,3,2
2765213,4,3,2
2765297,4,4,2
2765375,4,4,2
2765456,4,5,2
2765535,4,5,2
2765610,5,4,2
2765689,5,4,2
2765769,6,4,2
2765848,6,3,2
2765928,7,3,2
2766007,7,3,2
2766083,8,4,2
2766171,8,4,2
2766251,8,3,2
2766325,8,3,2
2766405,9,2,2
2766483,9,2,2
2766638,9,1,2
2766727,9,1,2
2766801,8,2,2
2766881,8,2,2
2766966,7,2,2
2767043,7,2,2
2767119,7,1,2
2767201,7,1,2
2767280,6,0,2
2767360,6,1,2
2767439,6,1,2
2767519,5,2,2
2767598,5,3,2
2767673,4,3,2
2767760,4,4,2
2767838,4,4,2
2767914,3,5,2
2767994,3,5,2
2768073,3,5,2
2768152,4,6,2
2768232,4,6,2
2768311,5,6,2
2768391,5,7,2
2768470,6,7,2
2768550,6,8,2
2768629,6,7,2
2768708,6,7,2
2768788,6,6,2
2768867,6,6,2
2768947,6,5,2
2769026,6,6,2
2769106,6,6,2
2769185,6,7,2
2769260,5,7,2
2769349,5,8,2
2769428,5,8,2
2769503,5,9,2
2769582,5,9,2
2769661,4,10,2
2769741,4,10,2
2769826,4,11,2
2769904,4,11,2
2769980,3,12,2
2770059,3,12,2
2770138,3,12,2
2770218,3,12,2
2770297,3,11,2
2770456,2,10,2
2770536,2,9,2
2770615,2,9,2
2770695,2,8,2
2770779,2,7,2
2770857,2,7,2
2770931,2,6,2
2771014,2,6,2
2771095,2,5,2
2771173,2,5,2
2771253,1,4,2
2771332,1,3,2
2771412,1,4,2
2771484,1,4,2
2771572,2,5,2
2771732,2,6,2
2771807,2,7,2
2771886,2,7,2
2771966,2,7,2
2772045,2,6,2
2772124,2,5,2
2772204,2,5,2
2772284,2,4,2
2772363,2,4,2
2772442,2,3,2
2772522,2,3,2
2772601,3,3,2
2772681,4,2,2
2772760,4,2,2
2772840,5,2,2
2772919,6,2,2
2772999,6,3,2
2773078,6,3,2
2773163,6,4,2
2773241,6,4,2
2773316,6,5,2
2773397,7,5,2
2773479,7,6,2
2773555,7,6,2
2773635,7,7,2
2773714,7,7,2
2773794,6,7,2
2773873,6,7,2
2773952,5,7,2
2774032,5,7,2
2774111,5,8,2
2774191,5,8,2
2774270,5,9,2
2774349,4,9,2
2774429,4,10,2
2774508,4,10,2
2774588,4,11,2
2774667,4,11,2
2774746,3,12,2
2774826,3,12,2
2774905,3,13,2
2774985,3,13,2
2775064,3,13,2
2775144,3,13,2
2775224,3,12,2
2775303,3,12,2
2775382,2,11,2
2775462,3,11,2
2775541,3,10,2
2775621,3,10,2
2775701,4,9,2
2775780,4,8,2
2775859,4,8,2
2775933,4,7,2
2776019,5,7,2
2776099,5,6,2
2776178,5,6,2
2776257,5,5,2
2776336,5,6,2
2776416,5,6,2
2776496,5,7,2
2776575,5,7,2
2776654,5,8,2
2776734,5,8,2
2776813,5,9,2
2776893,5,9,2
2776972,4,10,2
2777052,4,10,2
2777131,4,11,2
2777211,4,12,2
2777290,4,12,2
2777369,4,13,2
2777449,3,13,2
2777528,3,14,2
2777608,3,14,2
2777688,3,15,2
2777767,3,15,2
2777841,3,16,2
2777930,2,17,2
2778008,2,17,2
2778084,2,18,2
2778171,2,18,2
2778243,3,18,2
2778322,3,19,2
2778481,4,18,2
2778561,4,17,2
2778640,4,17,2
2778720,4,16,2
2778799,4,16,2
2778878,4,15,2
2778958,4,15,2
2779037,4,14,2
2779116,4,13,2
2779196,4,13,2
2779275,4,13,2
2779351,4,13,2
2779439,5,14,2
2779514,5,14,2
2779593,5,15,2
2779673,5,15,2
2779752,6,16,2
2779832,6,16,2
2779911,7,16,2
2779990,7,17,2
2780070,8,17,2
2780149,8,17,2
2780229,9,17,2
2780309,9,16,2
2780388,9,16,2
2780468,9,15,2
2780547,9,15,2
2780626,9,14,2
2780706,9,14,2
2780785,9,14,2
2780865,8,15,2
2780944,8,15,2
2781023,8,15,2
2781103,8,14,2
2781180,8,14,2
2781267,8,13,2
2781346,8,13,2
2781421,9,12,2
2781500,9,12,2
2781584,9,11,2
2781663,9,11,2
2781739,9,10,2
2781818,9,9,2
2781898,9,9,2
2781977,8,9,2
2782056,8,9,2
2782136,7,8,2
2782215,8,8,2
2782295,8,8,2
2782374,9,7,2
2782454,8,7,2
2782533,8,7,2
2782613,7,7,2
2782692,6,7,2
2782771,6,7,2
2782851,6,6,2
2782930,7,6,2
2783010,7,5,2
2783089,7,5,2
2783169,7,4,2
2783248,8,4,2
2783327,8,4,2
2783407,8,5,2
2783487,8,5,2
2783566,8,6,2
2783645,9,6,2
2783725,9,7,2
2783804,9,7,2
2783884,8,7,2
2783963,8,7,2
2784043,7,7,2
2784122,7,8,2
2784202,7,8,2
2784281,7,9,2
2784356,6,9,2
2784445,6,9,2
2784520,6,10,2
2784599,6,11,2
2784678,5,11,2
2784758,5,11,2
2784837,5,10,2
2784917,4,9,2
2784996,4,9,2
2785075,4,8,2
2785155,3,9,2
2785234,3,9,2
2785314,2,10,2
2785393,2,10,2
2785473,2,11,2
2785553,2,10,2
2785632,2,10,2
2785711,2,9,2
2785791,2,8,2
2785950,1,7,2
2786029,2,8,2
2786109,2,8,2
2786188,2,9,2
2786267,2,10,2
2786347,2,10,2
2786426,2,10,2
2786506,3,10,2
2786585,4,10,2
2786665,4,10,2
2786745,5,10,2
2786824,5,11,2
2786903,6,11,2
2786982,6,12,2
2787062,6,12,2
2787142,7,12,2
2787221,7,12,2
2787300,7,11,2
2787379,7,11,2
2787459,7,10,2
2787539,8,10,2
2787618,8,10,2
2787697,8,10,2
2787782,8,11,2
2787861,8,11,2
2787936,8,12,2
2788015,8,12,2
2788095,8,13,2
2788174,8,13,2
2788250,9,14,2
2788338,9,14,2
2788413,9,14,2
2788492,8,15,2
2788572,8,15,2
2788651,7,15,2
2788731,7,15,2
2788810,7,14,2
2788889,7,13,2
2788974,6,13,2
2789052,6,12,2
2789133,6,12,2
2789210,5,12,2
2789292,4,12,2
2789364,4,12,2
2789450,4,11,2
2789530,5,11,2
2789604,5,10,2
2789684,5,10,2
2789768,5,9,2
2789849,6,9,2
2789926,6,10,2
2789999,7,10,2
2790083,7,9,2
2790162,8,9,2
2790242,8,9,2
2790321,8,10,2
2790401,8,10,2
2790480,8,11,2
2790562,9,12,2
2790643,8,12,2
2790720,8,13,2
2790796,8,13,2
2790875,8,14,2
2790955,8,14,2
2791035,8,15,2
2791114,8,15,2
2791193,8,16,2
2791272,8,16,2
2791352,8,17,2
2791432,7,17,2
2791511,6,17,2
2791590,6,17,2
2791670,5,17,2
2791750,5,17,2
2791829,6,17,2
2791908,6,18,2
2791988,7,18,2
2792072,7,18,2
2792151,8,19,2
2792226,8,18,2
2792305,9,18,2
2792385,9,17,2
2792464,9,17,2
2792543,9,16,2
2792621,9,16,2
2792708,9,15,2
2792787,8,15,2
2792866,8,14,2
2792946,8,15,2
2793024,8,15,2
2793100,8,16,2
2793179,8,17,2
2793259,7,17,2
2793338,7,18,2
2793418,7,18,2
2793497,7,19,2
2793582,7,19,2
2793661,7,18,2
2793741,7,18,2
2793824,7,17,2
2793899,7,17,2
2793974,8,17,2
2794054,8,18,2
2794138,8,17,2
2794216,9,17,2
2794291,9,16,2
2794371,9,16,2
2794450,9,15,2
2794530,9,15,2
2794609,9,14,2
2794689,10,14,2
2794766,9,13,2
2794853,9,13,2
2794930,8,12,2
2795007,9,12,2
2795086,9,11,2
2795171,9,11,2
2795250,10,10,2
2795329,10,10,2
2795404,10,9,2
2795484,10,9,2
2795559,9,8,2
2795647,9,8,2
2795726,8,7,2
2795801,8,7,2
2795881,9,7,2
2795960,10,8,2
2796043,10,8,2
2796119,10,8,2
2796199,10,7,2
2796278,10,8,2
2796357,9,8,2
2796437,9,9,2
2796522,9,9,2
2796599,9,10,2
2796675,9,10,2
2796754,9,11,2
2796834,8,11,2
2796914,8,12,2
2796993,8,12,2
2797073,8,13,2
2797152,8,13,2
2797231,7,14,2
2797311,7,14,2
2797390,7,15,2
2797470,7,15,2
2797549,7,16,2
2797628,8,17,2
2797708,8,17,2
2797787,8,18,2
2797867,8,18,2
2797946,8,19,2
2798026,8,19,2
2798105,7,19,2
2798184,7,18,2
2798264,6,18,2
2798343,6,18,2
2798423,5,18,2
2798502,6,18,2
2798587,6,18,2
2798666,7,19,2
2798741,7,19,2
2798820,7,19,2
2798899,7,18,2
2798979,6,18,2
2799058,6,17,2
2799138,5,17,2
2799217,4,17,2
2799297,4,17,2
2799382,3,16,2
2799460,3,16,2
2799535,2,16,2
2799614,1,16,2
2799773,1,15,2
2799853,1,14,2
2799932,1,14,2
2800012,1,13,2
2800096,1,13,2
2800175,1,12,2
2800250,1,11,2
2800330,1,11,2
2800409,1,10,2
2800568,2,9,2
2800647,2,8,2
2800727,2,8,2
2800806,3,7,2
2800886,3,7,2
2800965,3,6,2
2801045,3,6,2
2801124,3,5,2
2801203,3,5,2
2801283,3,4,2
2801362,3,4,2
2801442,3,5,2
2801522,3,5,2
2801601,3,6,2
2801680,3,6,2
2801760,2,7,2
2801839,2,7,2
2801918,1,7,2
2801998,1,8,2
2802077,1,8,2
2802157,1,9,2
2802236,1,10,2
2802316,2,10,2
2802395,2,10,2
2802475,2,10,2
2802554,2,10,2
2802634,1,10,2
2802713,1,11,2
2802793,1,11,2
2802872,1,11,2
2802951,1,11,2
2803031,1,10,2
2803110,2,9,2
2803190,2,9,2
2803274,2,8,2
2803352,2,8,2
2803428,2,7,2
2803507,3,7,2
2803587,3,6,2
2803663,3,6,2
2803751,3,5,2
2803829,4,4,2
2803905,4,4,2
2803985,4,3,2
2804064,4,3,2
2804143,4,2,2
2804223,5,2,2
2804382,5,1,2
2804461,5,0,2
2804545,5,0,2
2804624,5,0,2
2804699,5,0,2
2804779,5,0,2
2804858,4,1,2
2804943,4,2,2
2805011,4,2,2
2805100,3,3,2
2805180,3,3,2
2805250,2,3,2
2805340,2,3,2
2805417,1,2,2
2805494,1,3,2
2805573,1,3,2
2805653,1,2,2
2805732,1,2,2
2805975,2,1,2
2806050,2,0,2
2806129,3,0,2
2806209,3,0,2
2806288,4,0,2
2806368,4,0,2
2806447,4,1,2
2806527,3,1,2
2806606,2,2,2
2806685,2,3,2
2806765,2,2,2
2806844,2,2,2
2806924,2,2,2
2807004,2,1,2
2807083,2,1,2
2807162,2,0,2
2807242,3,0,2
2807326,3,0,2
2807404,3,1,2
2807478,3,2,2
2807562,3,3,2
2807641,3,3,2
2807720,3,4,2
2807800,3,4,2
2807880,3,5,2
2807958,3,6,2
2808038,3,6,2
2808118,3,7,2
2808197,3,7,2
2808277,3,8,2
2808356,3,9,2
2808435,3,9,2
2808515,3,8,2
2808594,3,8,2
2808674,3,7,2
2808753,4,6,2
2808833,4,6,2
2808912,4,5,2
2808991,4,5,2
2809071,4,4,2
2809151,5,4,2
2809230,5,3,2
2809310,6,3,2
2809389,6,3,2
2809461,7,3,2
2809551,7,2,2
2809629,8,2,2
2809710,8,2,2
2809788,8,1,2
2809863,9,1,2
2809943,9,1,2
2810022,10,1,2
2810102,9,0,2
2810181,9,1,2
2810261,9,1,2
2810340,8,2,2
2810420,8,3,2
2810499,8,2,2
2810584,8,2,2
2810663,7,2,2
2810742,7,1,2
2810822,7,1,2
2810901,8,2,2
2810975,8,3,2
2811055,9,3,2
2811134,9,4,2
2811214,9,5,2
2811294,8,5,2
2811373,8,5,2
2811452,8,6,2
2811532,8,6,2
2811611,8,7,2
2811696,7,8,2
2811770,7,8,2
2811855,7,8,2
2811934,8,9,2
2812013,9,9,2
2812085,10,9,2
2812173,10,9,2
2812252,10,10,2
2812327,10,10,2
2812406,9,11,2
2812486,9,11,2
2812565,9,12,2
2812644,9,12,2
2812729,9,13,2
2812808,9,13,2
2812888,9,14,2
2812962,9,14,2
2813042,9,15,2
2813121,8,15,2
2813201,8,16,2
2813280,8,16,2
2813359,7,17,2
2813439,7,17,2
2813518,6,17,2
2813603,5,17,2
2813681,5,17,2
2813757,4,17,2
2813916,3,16,2
2813995,3,16,2
2814075,3,15,2
2814155,4,14,2
2814238,4,14,2
2814314,4,13,2
2814393,4,13,2
2814472,4,12,2
2814552,4,11,2
2814631,4,11,2
2814710,4,10,2
2814790,4,10,2
2814869,4,9,2
2814949,4,8,2
2815028,4,8,2
2815107,4,7,2
2815187,4,7,2
2815267,4,6,2
2815346,3,6,2
2815425,3,5,2
2815505,3,5,2
2815584,3,6,2
2815664,3,7,2
2815744,3,7,2
2815822,3,8,2
2815902,2,8,2
2815982,2,9,2
2816061,2,9,2
2816141,2,10,2
2816220,1,10,2
2816302,2,11,2
2816541,1,13,2
2816621,1,13,2
