Computer Time (ms),touch_row,touch_col,type
272995,4,14,2
273074,4,14,2
273153,4,15,2
273233,5,15,2
273312,5,16,2
273392,5,16,2
273472,6,17,2
273551,6,16,2
273631,7,16,2
273709,7,16,2
273789,7,15,2
273869,7,14,2
273949,7,14,2
274028,7,13,2
274107,7,13,2
274187,7,12,2
274266,7,12,2
274347,6,12,2
274425,6,12,2
274504,5,12,2
274584,4,11,2
274664,4,11,2
274745,3,11,2
274822,3,11,2
274902,2,12,2
274987,2,12,2
275065,2,13,2
275147,2,13,2
275217,2,14,2
275301,2,14,2
275380,2,15,2
275460,2,15,2
275543,2,16,2
275614,2,16,2
275695,3,16,2
275775,3,16,2
275854,4,15,2
275934,4,15,2
276013,4,15,2
276093,4,16,2
276172,4,16,2
276252,4,17,2
276416,3,18,2
276494,3,19,2
276570,3,18,2
276650,3,18,2
276729,3,17,2
276808,4,17,2
276888,4,16,2
276967,4,15,2
277048,4,15,2
277126,4,14,2
277206,4,14,2
277285,4,13,2
277365,4,12,2
277444,4,12,2
277524,4,11,2
277608,4,11,2
277688,5,10,2
277762,5,10,2
277842,5,9,2
277926,5,9,2
278004,5,10,2
278080,5,10,2
278160,5,11,2
278239,5,11,2
278318,5,12,2
278397,5,13,2
278477,5,13,2
278557,4,14,2
278636,4,14,2
278715,4,15,2
278795,4,15,2
278874,4,16,2
278954,3,16,2
279033,3,17,2
279113,3,18,2
279192,3,17,2
279272,3,17,2
279351,3,16,2
279430,2,16,2
279510,2,15,2
279590,3,15,2
279669,3,14,2
279754,3,14,2
279832,4,13,2
279907,4,13,2
279991,4,12,2
280069,4,12,2
280151,5,12,2
280229,5,13,2
280304,5,13,2
280384,5,14,2
280464,5,14,2
280543,5,15,2
280622,5,15,2
280702,5,15,2
280781,6,15,2
280861,6,15,2
280940,7,14,2
281020,7,14,2
281099,7,13,2
281178,8,13,2
281259,8,12,2
281337,9,12,2
281416,9,11,2
281496,9,11,2
281576,9,10,2
281657,9,10,2
281740,10,9,2
281819,10,9,2
281894,9,9,2
281973,9,10,2
282054,9,10,2
282137,8,11,2
282211,8,11,2
282291,8,12,2
282370,8,12,2
282451,8,13,2
282529,9,13,2
282609,9,14,2
282688,9,14,2
282768,9,15,2
282848,8,15,2
282926,8,16,2
283006,8,17,2
283086,8,17,2
283165,8,18,2
283244,8,18,2
283324,8,19,2
283408,8,18,2
283488,8,18,2
283562,8,17,2
283641,8,17,2
283721,8,16,2
283805,9,16,2
283884,9,15,2
283962,9,15,2
284041,9,14,2
284120,9,14,2
284200,9,14,2
284280,9,15,2
284359,9,15,2
284438,8,16,2
284517,8,16,2
284597,8,17,2
284677,8,17,2
284753,8,18,2
284832,8,19,2
284912,8,19,2
284993,7,19,2
285073,6,20,2
285145,6,19,2
285229,6,18,2
285315,6,18,2
285393,6,18,2
285467,7,18,2
285549,7,18,2
285627,8,19,2
285712,8,19,2
285791,9,19,2
285866,8,19,2
285945,8,19,2
286025,8,18,2
286105,8,18,2
286184,7,18,2
286264,7,18,2
286343,8,18,2
286422,9,19,2
286502,9,19,2
286586,9,19,2
286666,9,18,2
286738,9,18,2
286821,9,17,2
286901,8,17,2
286982,8,16,2
287059,8,16,2
287139,8,15,2
287219,8,15,2
287301,9,14,2
287381,9,14,2
287460,9,13,2
287539,10,13,2
287619,10,12,2
287691,10,12,2
287777,10,11,2
287854,10,11,2
287934,11,11,2
288093,10,12,2
288174,10,12,2
288252,10,13,2
288334,10,13,2
288410,10,14,2
288490,10,14,2
288576,10,15,2
288651,9,15,2
288727,9,15,2
288806,8,15,2
288885,8,16,2
288965,8,16,2
289044,8,17,2
289124,7,17,2
289203,7,18,2
289283,7,18,2
289362,7,19,2
289442,7,19,2
289521,7,18,2
289601,7,18,2
289678,8,17,2
289764,8,17,2
289843,8,18,2
289918,8,19,2
289998,8,19,2
290077,8,19,2
290159,8,18,2
290241,9,18,2
290319,10,18,2
290400,10,18,2
290480,9,17,2
290549,9,17,2
290636,8,17,2
290716,8,16,2
290795,7,16,2
290874,7,15,2
290953,6,15,2
291033,7,15,2
291112,8,14,2
291192,8,14,2
291271,8,13,2
291351,8,13,2
291430,8,12,2
291509,8,12,2
291589,7,12,2
291671,7,12,2
291748,8,11,2
291824,8,11,2
291904,8,10,2
291984,8,9,2
292063,8,9,2
292144,8,9,2
292222,8,10,2
292301,8,10,2
292385,8,11,2
292463,7,11,2
292545,7,12,2
292622,7,12,2
292701,7,13,2
292775,7,14,2
292854,7,14,2
292939,7,15,2
293019,6,15,2
293098,6,15,2
293178,6,15,2
293257,6,14,2
293337,6,14,2
293416,6,13,2
293499,5,12,2
293571,5,12,2
293652,5,12,2
293734,6,12,2
293813,6,12,2
293893,7,12,2
293973,7,11,2
294049,8,11,2
294134,8,11,2
294209,8,10,2
294290,9,10,2
294368,9,9,2
294447,10,9,2
294527,10,8,2
294606,10,8,2
294686,10,7,2
294765,10,6,2
294844,10,6,2
294924,10,6,2
295003,10,6,2
295084,10,7,2
295162,9,7,2
295242,8,6,2
295321,8,6,2
295400,8,6,2
295481,8,5,2
295559,8,4,2
295639,8,5,2
295724,7,5,2
295803,7,5,2
295877,6,6,2
295957,6,6,2
296036,6,7,2
296115,5,7,2
296196,5,8,2
296274,4,7,2
296354,4,7,2
296433,4,6,2
296592,3,5,2
296672,4,5,2
296753,4,4,2
296910,5,3,2
296990,5,3,2
297069,5,4,2
297149,5,4,2
297228,5,5,2
297302,5,5,2
297395,5,6,2
297470,5,6,2
297551,5,7,2
297632,5,7,2
297701,6,8,2
297791,6,8,2
297869,6,8,2
297947,5,8,2
298020,5,8,2
298105,4,7,2
298184,4,7,2
298266,3,6,2
298345,3,6,2
298420,2,6,2
298499,2,7,2
298582,2,7,2
298742,1,8,2
298817,1,9,2
298897,1,9,2
298976,2,8,2
299055,2,8,2
299135,2,7,2
299214,3,8,2
299294,4,8,2
299373,4,8,2
299452,4,9,2
299536,4,9,2
299611,4,10,2
299696,4,10,2
299767,4,11,2
299855,4,12,2
299935,4,12,2
300013,4,13,2
300088,4,13,2
300167,4,13,2
300247,4,12,2
300326,4,12,2
300406,4,11,2
300486,4,10,2
300565,4,10,2
300649,4,9,2
300729,4,9,2
300804,4,8,2
300883,5,8,2
300962,5,7,2
301042,6,7,2
301121,6,7,2
301201,7,6,2
301280,7,6,2
301359,7,5,2
301444,8,5,2
301523,8,4,2
301603,8,4,2
301678,8,4,2
301767,8,4,2
301841,7,4,2
301920,6,4,2
302000,6,3,2
302074,5,3,2
302154,5,4,2
302234,5,4,2
302320,5,5,2
302393,5,6,2
302471,5,6,2
302555,5,7,2
302631,5,7,2
302710,5,6,2
302790,5,6,2
302874,5,5,2
302954,4,5,2
303033,4,4,2
303113,4,4,2
303187,4,4,2
303266,3,4,2
303351,3,5,2
303430,3,5,2
303508,2,6,2
303584,2,6,2
303662,2,5,2
303749,2,5,2
303829,2,4,2
303982,3,3,2
304062,3,3,2
304141,3,2,2
304299,3,1,2
304379,3,2,2
304458,3,3,2
304538,3,3,2
304617,3,4,2
304693,3,4,2
304781,3,5,2
304860,3,5,2
304940,3,6,2
305022,3,6,2
305095,3,7,2
305173,3,8,2
305253,3,8,2
305332,3,9,2
305412,4,9,2
305491,4,10,2
305571,4,10,2
305650,4,11,2
305730,4,11,2
305809,4,12,2
305894,3,12,2
305973,3,13,2
306053,3,13,2
306127,2,14,2
306206,2,14,2
306291,2,14,2
306371,3,14,2
306449,3,13,2
306529,3,13,2
306606,4,12,2
306687,4,12,2
306766,4,11,2
306841,4,11,2
306922,4,11,2
307000,4,12,2
307080,4,12,2
307159,5,13,2
307239,5,14,2
307318,5,14,2
307397,5,14,2
307480,5,13,2
307559,6,13,2
307639,6,12,2
307718,6,12,2
307797,7,11,2
307880,7,11,2
307954,7,12,2
308034,7,12,2
308113,7,13,2
308192,7,13,2
308272,7,13,2
308357,6,12,2
308435,6,12,2
308508,6,11,2
308595,5,11,2
308674,5,10,2
308753,6,10,2
308828,6,9,2
308908,7,9,2
308987,8,9,2
309066,8,9,2
309146,8,9,2
309226,7,10,2
309305,7,10,2
309384,6,11,2
309464,6,11,2
309543,6,12,2
309623,5,12,2
309703,5,12,2
309781,5,13,2
309861,5,14,2
309941,5,14,2
310026,5,15,2
310099,5,15,2
310179,5,16,2
310259,6,16,2
310338,6,16,2
310418,7,17,2
310496,7,17,2
310581,6,16,2
310661,6,16,2
310740,6,15,2
310819,6,15,2
310899,5,14,2
310980,5,14,2
311058,5,14,2
311136,4,15,2
311212,4,15,2
311291,4,15,2
311371,4,15,2
311450,5,14,2
311530,5,14,2
311609,5,13,2
311694,6,13,2
311772,6,12,2
311852,6,12,2
311927,6,11,2
312006,6,10,2
312086,7,10,2
312165,7,9,2
312245,7,9,2
312324,7,8,2
312404,7,8,2
312483,7,7,2
312562,7,7,2
312642,7,6,2
312722,8,5,2
312801,8,5,2
312881,8,4,2
312960,8,4,2
313040,8,3,2
313119,8,3,2
313198,8,3,2
313278,8,3,2
313357,7,4,2
313437,7,4,2
313516,7,5,2
313595,6,5,2
313675,6,6,2
313755,5,6,2
313834,5,6,2
313914,5,7,2
313993,4,7,2
314072,4,6,2
314151,4,6,2
314231,4,5,2
314311,5,5,2
314390,5,4,2
314469,5,4,2
314549,5,3,2
314628,4,3,2
314708,4,2,2
314787,4,3,2
314867,4,3,2
314946,5,4,2
315026,5,4,2
315105,6,5,2
315179,6,5,2
315268,6,4,2
315344,6,4,2
315423,6,3,2
315508,7,2,2
315587,7,2,2
315665,7,2,2
315746,7,2,2
315824,7,2,2
315903,7,3,2
315979,6,3,2
316058,5,3,2
316137,5,3,2
316217,4,3,2
316296,4,3,2
316376,4,2,2
316534,4,2,2
316614,4,2,2
316693,4,3,2
316779,3,3,2
316858,3,4,2
316933,2,4,2
317012,2,5,2
317091,2,5,2
317171,1,5,2
317251,1,5,2
317414,2,4,2
317489,2,3,2
317568,2,3,2
317649,2,2,2
317732,3,2,2
317882,3,1,2
317971,4,1,2
318050,4,0,2
318122,5,0,2
318206,5,1,2
318285,5,1,2
318364,5,2,2
318444,4,3,2
318524,4,3,2
318603,4,4,2
318682,4,4,2
318762,3,5,2
318837,3,5,2
318924,3,6,2
319002,3,6,2
319078,2,6,2
319158,2,6,2
319237,3,5,2
319317,3,5,2
319396,3,4,2
319475,4,4,2
319554,4,3,2
319636,4,3,2
319713,4,2,2
319795,4,2,2
319952,4,1,2
320031,4,1,2
320111,4,0,2
320190,4,1,2
320270,3,2,2
320349,3,2,2
320429,2,2,2
320508,2,3,2
320588,2,3,2
320667,1,4,2
320746,1,4,2
320826,1,3,2
320905,2,3,2
320984,2,2,2
321064,2,2,2
321144,2,1,2
321223,2,1,2
321302,3,1,2
321386,2,1,2
321467,2,2,2
321545,2,3,2
321624,1,3,2
321703,1,4,2
321782,1,4,2
321860,1,4,2
321936,1,3,2
322023,1,3,2
322100,2,2,2
322180,2,2,2
322261,2,1,2
322339,2,1,2
322418,2,1,2
322493,2,2,2
322573,2,3,2
322656,2,3,2
322735,2,4,2
322814,2,4,2
322894,2,5,2
323052,1,6,2
323132,1,6,2
323211,2,5,2
323291,2,5,2
323371,2,4,2
323450,2,4,2
323529,2,3,2
323609,2,3,2
323688,3,2,2
323771,3,2,2
323847,3,2,2
323926,3,2,2
324006,3,3,2
324085,3,4,2
324166,3,4,2
324245,3,5,2
324324,3,5,2
324403,2,6,2
324482,2,6,2
324559,2,5,2
324638,3,5,2
324720,3,5,2
324799,3,4,2
324879,4,4,2
324958,4,3,2
325038,4,3,2
325117,4,3,2
325191,4,3,2
325280,4,4,2
325360,3,4,2
325439,3,5,2
325514,3,5,2
325598,3,5,2
325678,2,6,2
325751,2,6,2
325833,3,5,2
325913,3,5,2
325992,3,4,2
326074,4,4,2
326151,4,3,2
326231,4,3,2
326310,5,2,2
326383,5,2,2
326551,5,1,2
326626,6,1,2
326710,6,0,2
326787,6,0,2
326862,5,1,2
326946,5,1,2
327025,4,1,2
327105,4,2,2
327184,5,2,2
327263,5,1,2
327343,6,2,2
327422,6,2,2
327505,5,3,2
327584,5,3,2
327663,5,4,2
327742,5,4,2
327817,4,5,2
327902,4,5,2
327982,4,6,2
328056,4,6,2
328140,3,7,2
328219,3,7,2
328294,3,8,2
328457,2,7,2
328533,2,6,2
328606,2,6,2
328696,2,5,2
328780,2,5,2
328854,3,4,2
328930,3,4,2
329010,4,4,2
329089,3,3,2
329168,3,3,2
329248,3,2,2
329327,2,2,2
329407,2,2,2
329486,2,2,2
329645,2,1,2
329730,3,1,2
329809,3,0,2
329884,4,0,2
329963,4,0,2
330042,4,0,2
330122,3,0,2
330197,3,0,2
330278,2,0,2
330365,2,1,2
330444,2,1,2
330524,3,2,2
330604,3,2,2
330683,3,1,2
330761,3,1,2
330840,3,0,2
330920,4,0,2
331001,4,1,2
331079,5,2,2
331160,5,2,2
331238,5,3,2
331313,5,3,2
331393,5,4,2
331472,5,4,2
331552,6,4,2
331637,6,4,2
331716,6,4,2
331795,7,3,2
331875,7,3,2
331954,8,2,2
332032,8,2,2
332108,9,2,2
332267,9,1,2
332346,10,1,2
332426,9,1,2
332505,8,0,2
332585,8,0,2
332670,7,0,2
332748,6,0,2
332824,5,0,2
332903,5,0,2
332982,6,0,2
333063,7,1,2
333146,7,1,2
333225,7,1,2
333300,6,0,2
333379,5,0,2
333459,5,0,2
333538,4,1,2
333618,4,1,2
333695,3,2,2
333782,3,3,2
333861,3,3,2
333939,2,4,2
334015,2,4,2
334173,2,4,2
334256,2,4,2
334338,2,3,2
334417,2,3,2
334492,2,2,2
334571,3,2,2
334651,3,3,2
334730,3,3,2
334810,4,4,2
334890,5,4,2
334969,5,4,2
335048,6,4,2
335127,5,5,2
335209,6,4,2
335290,7,4,2
335366,7,4,2
335445,7,4,2
335525,7,5,2
335604,7,5,2
335689,7,6,2
335767,6,6,2
335842,6,7,2
335922,6,8,2
335999,6,8,2
336086,6,9,2
336164,5,9,2
336240,5,10,2
336319,5,10,2
336400,4,10,2
336485,4,11,2
336560,4,12,2
336636,3,12,2
336715,3,12,2
336796,3,13,2
336874,3,13,2
336954,4,14,2
337033,4,14,2
337113,4,15,2
337188,5,15,2
337281,5,16,2
337352,4,15,2
337431,3,15,2
337513,3,15,2
337592,3,15,2
337669,3,16,2
337749,4,16,2
337829,3,16,2
337913,3,15,2
337993,3,15,2
338069,3,14,2
338146,2,14,2
338225,2,13,2
338305,2,13,2
338387,2,14,2
338466,2,14,2
338546,2,15,2
338627,2,15,2
338705,2,16,2
338782,2,17,2
338860,2,17,2
339021,1,16,2
339102,1,16,2
339180,1,15,2
339260,1,15,2
339339,1,14,2
339419,1,13,2
339498,1,13,2
339577,1,12,2
339657,1,12,2
339736,1,11,2
339816,1,10,2
339895,2,10,2
339977,2,10,2
340057,3,9,2
340136,3,9,2
340217,4,9,2
340291,4,8,2
340370,4,8,2
340450,4,7,2
340529,4,6,2
340610,4,6,2
340688,4,5,2
340774,4,5,2
340853,4,4,2
340931,5,4,2
341005,5,3,2
341093,5,3,2
341163,5,2,2
341245,5,2,2
341324,5,1,2
341404,5,1,2
341480,4,2,2
341568,3,2,2
341645,3,3,2
341722,3,3,2
341801,3,2,2
341881,3,2,2
342040,3,1,2
342117,3,0,2
342198,3,0,2
342277,3,0,2
342357,3,0,2
342441,3,1,2
342517,2,2,2
342596,2,3,2
342676,2,3,2
342755,2,4,2
342834,2,4,2
342914,2,4,2
342993,2,4,2
343073,2,3,2
343152,2,3,2
343236,3,2,2
343311,3,2,2
343391,3,2,2
343470,3,1,2
343549,3,1,2
343629,3,0,2
343708,3,0,2
343788,4,0,2
343867,4,0,2
343947,3,0,2
344026,3,2,2
344108,4,2,2
344188,5,2,2
344262,5,2,2
344347,6,2,2
344426,6,2,2
344505,5,3,2
344583,5,3,2
344663,5,3,2
344746,4,4,2
344826,4,4,2
344898,3,5,2
344977,3,5,2
345064,3,6,2
345142,3,6,2
345226,2,7,2
345301,2,7,2
345377,2,8,2
345456,2,8,2
345536,2,9,2
345616,2,10,2
345695,2,10,2
345774,2,11,2
345937,1,12,2
346013,1,13,2
346092,1,13,2
346171,1,14,2
346251,1,14,2
346330,1,15,2
346417,1,15,2
346495,1,15,2
346574,1,14,2
346651,1,14,2
346733,1,13,2
346812,2,13,2
346884,2,12,2
346968,2,11,2
347049,2,11,2
347124,2,10,2
347203,2,10,2
347282,2,9,2
347364,2,8,2
347445,2,8,2
347524,2,7,2
347602,2,7,2
347682,2,6,2
347761,2,5,2
347841,2,5,2
348002,3,4,2
348079,3,4,2
348159,4,3,2
348238,4,3,2
348319,4,2,2
348399,5,2,2
348556,5,1,2
348635,5,1,2
348713,6,1,2
348795,6,2,2
348875,6,2,2
348957,6,3,2
349032,6,3,2
349111,6,4,2
349194,6,5,2
349272,7,5,2
349349,7,6,2
349430,7,6,2
349508,8,6,2
349587,9,5,2
349667,9,5,2
349752,10,5,2
349831,10,4,2
349906,10,4,2
349985,10,3,2
350065,10,3,2
350149,10,2,2
350228,9,2,2
350303,9,1,2
350383,9,1,2
350462,9,0,2
350541,9,0,2
350621,9,1,2
350701,8,1,2
350784,7,2,2
350862,7,2,2
350940,7,3,2
351020,6,3,2
351099,6,4,2
351179,6,4,2
351258,5,5,2
351338,5,5,2
351421,5,5,2
351499,6,5,2
351574,6,6,2
351654,6,6,2
351735,5,6,2
351818,5,7,2
351896,4,7,2
351977,4,8,2
352054,4,8,2
352130,4,7,2
352209,4,7,2
352292,4,6,2
352371,4,6,2
352451,4,5,2
352530,4,5,2
352609,4,4,2
352689,4,4,2
352768,4,4,2
352848,4,5,2
352927,4,5,2
353007,4,6,2
353087,5,6,2
353168,5,7,2
353243,5,6,2
353326,5,6,2
353405,6,5,2
353484,6,5,2
353564,6,4,2
353645,7,4,2
353723,7,3,2
353798,7,3,2
353880,8,3,2
353957,8,2,2
354039,8,2,2
354116,9,2,2
354195,8,2,2
354278,8,2,2
354357,8,3,2
354439,8,3,2
354518,8,4,2
354594,7,4,2
354673,7,5,2
354752,7,5,2
354832,7,6,2
354913,6,6,2
354991,6,7,2
355070,6,7,2
355150,6,8,2
355229,5,8,2
355309,5,9,2
355388,4,9,2
355467,4,9,2
355547,4,9,2
355626,4,8,2
355706,4,8,2
355785,4,7,2
355870,4,7,2
355948,3,7,2
356024,3,8,2
356103,3,9,2
356183,3,9,2
356262,2,10,2
356341,2,10,2
356421,2,11,2
356500,2,11,2
356580,2,12,2
356659,2,12,2
356739,2,13,2
356818,3,13,2
356898,3,13,2
356977,4,13,2
357057,4,13,2
357137,4,14,2
357217,5,14,2
357295,4,14,2
357374,3,14,2
357454,3,14,2
357535,3,15,2
357612,2,15,2
357691,2,16,2
357776,2,16,2
357855,2,16,2
357931,1,16,2
358013,1,15,2
358093,1,15,2
358172,1,14,2
358252,1,13,2
358331,1,13,2
358411,1,12,2
358492,1,13,2
358569,1,13,2
358645,1,14,2
358724,1,15,2
358812,1,15,2
358889,2,16,2
358967,2,16,2
359043,2,17,2
359122,2,16,2
359202,2,16,2
359281,2,15,2
359361,3,15,2
359440,3,14,2
359519,3,14,2
359601,3,13,2
359679,3,13,2
359758,3,12,2
359837,4,11,2
359917,4,11,2
359996,4,10,2
360076,4,10,2
360158,5,9,2
360235,5,9,2
360314,5,8,2
360394,6,8,2
360476,6,7,2
360556,6,7,2
360631,6,6,2
360711,6,6,2
360793,6,7,2
360872,6,7,2
360952,5,8,2
361032,5,8,2
361110,6,7,2
361190,6,7,2
361270,7,6,2
361349,7,6,2
361429,8,6,2
361511,8,5,2
361589,8,5,2
361665,8,6,2
361749,8,6,2
361829,8,7,2
361903,8,7,2
361983,7,8,2
362062,7,9,2
362142,7,9,2
362221,7,10,2
362301,7,10,2
362386,7,11,2
362464,7,11,2
362539,8,11,2
362618,8,10,2
362698,8,11,2
362775,8,11,2
362862,7,12,2
362941,7,12,2
363021,7,13,2
363099,6,13,2
363174,6,14,2
363254,6,14,2
363335,5,13,2
363418,5,13,2
363493,4,13,2
363572,3,12,2
363651,3,12,2
363731,4,11,2
363810,4,11,2
363895,4,10,2
363974,4,9,2
364053,5,9,2
364128,5,8,2
364207,4,8,2
364287,4,7,2
364373,4,7,2
364451,5,6,2
364525,5,6,2
364610,6,6,2
364688,6,6,2
364770,6,5,2
364847,5,4,2
364926,5,4,2
365005,5,3,2
365081,5,3,2
365160,5,3,2
365240,4,4,2
365319,4,4,2
365399,4,5,2
365478,3,5,2
365557,3,6,2
365637,3,6,2
365721,2,6,2
365800,2,7,2
365876,2,7,2
365955,2,8,2
366034,2,8,2
366113,3,9,2
366193,3,9,2
366272,4,10,2
366355,4,10,2
366437,5,10,2
366515,5,10,2
366591,5,10,2
366666,4,9,2
366755,4,9,2
366833,4,8,2
366909,3,8,2
366988,4,8,2
367067,4,8,2
367147,5,9,2
367227,5,9,2
367306,5,10,2
367386,5,10,2
367471,5,11,2
367548,5,11,2
367621,5,12,2
367705,4,13,2
367785,4,13,2
367865,4,13,2
367944,5,12,2
368016,5,12,2
368094,5,11,2
368173,5,10,2
368253,5,10,2
368332,5,9,2
368412,5,9,2
368491,6,8,2
368570,6,8,2
368650,6,7,2
368730,6,7,2
368809,5,8,2
368888,5,8,2
368981,4,8,2
369058,4,9,2
369137,4,9,2
369212,4,10,2
369292,4,10,2
369372,4,11,2
369451,4,12,2
369530,4,12,2
369610,3,13,2
369688,3,13,2
369775,3,14,2
369849,3,14,2
369928,3,15,2
370008,3,15,2
370087,2,15,2
370166,1,14,2
370246,1,15,2
370325,2,15,2
370404,2,16,2
370485,2,16,2
370563,2,15,2
370640,3,15,2
370728,3,14,2
370806,3,13,2
370880,3,13,2
370960,3,12,2
371039,3,12,2
371119,3,13,2
371198,3,13,2
371284,3,14,2
371363,3,14,2
371443,3,15,2
371515,3,16,2
371594,3,16,2
371675,3,17,2
371755,3,17,2
371836,3,18,2
371916,3,19,2
371996,3,19,2
372072,3,20,2
372151,3,19,2
372233,3,19,2
372313,2,18,2
372392,2,18,2
372471,2,17,2
372551,2,17,2
372630,2,16,2
372710,2,15,2
372790,2,15,2
372869,2,14,2
372948,2,14,2
373027,2,13,2
373109,2,12,2
373187,2,12,2
373266,2,13,2
373342,2,13,2
373427,2,14,2
373501,1,15,2
373582,1,15,2
373661,1,16,2
373747,1,16,2
373824,1,17,2
373898,1,17,2
373978,1,18,2
374059,2,19,2
374141,2,19,2
374216,3,18,2
374299,3,18,2
374377,3,17,2
374456,4,17,2
374535,4,16,2
374615,4,16,2
374696,4,15,2
374774,4,15,2
374855,5,14,2
374939,5,13,2
375019,5,13,2
375097,5,12,2
375170,5,12,2
375253,5,11,2
375333,4,11,2
375414,4,10,2
375492,4,10,2
375571,4,10,2
375652,5,11,2
375730,5,11,2
375810,5,12,2
375886,5,12,2
375965,6,12,2
376044,7,12,2
376126,8,12,2
376206,8,12,2
376285,8,11,2
376358,9,11,2
376446,9,10,2
376526,9,10,2
376602,9,9,2
376681,9,9,2
376760,8,8,2
376834,8,8,2
376925,7,7,2
377004,7,7,2
377076,7,7,2
377157,6,8,2
377237,6,8,2
377322,6,9,2
377401,6,9,2
377481,6,10,2
377559,6,10,2
377640,5,11,2
377719,5,11,2
377798,5,12,2
377873,5,12,2
377953,5,13,2
378032,4,14,2
378112,4,14,2
378191,4,15,2
378270,4,15,2
378350,4,16,2
378429,4,16,2
378509,4,17,2
378588,3,17,2
378668,3,18,2
378747,3,19,2
378827,3,19,2
378906,3,19,2
378986,4,18,2
379065,4,18,2
379144,4,17,2
379224,4,17,2
379303,4,16,2
379383,4,15,2
379462,4,15,2
379542,4,14,2
379621,4,14,2
379701,4,13,2
379780,4,13,2
379859,4,12,2
379944,4,11,2
380023,4,11,2
380102,4,10,2
380177,5,10,2
380257,4,11,2
380336,4,11,2
380416,4,12,2
380495,4,12,2
380574,3,13,2
380654,3,13,2
380734,2,14,2
380813,2,14,2
380892,1,14,2
380972,1,14,2
381051,2,15,2
381131,2,15,2
381210,3,16,2
381290,3,16,2
381369,3,16,2
381448,3,16,2
381528,2,16,2
381608,2,16,2
381687,2,16,2
381766,2,17,2
381930,2,18,2
382009,2,17,2
382087,2,17,2
382164,2,16,2
382243,3,15,2
382322,3,15,2
382396,3,14,2
382486,3,14,2
382563,2,13,2
382640,2,13,2
382720,2,13,2
382804,2,14,2
382883,2,14,2
382958,2,15,2
383037,2,15,2
383118,2,16,2
383196,2,16,2
383276,2,16,2
383355,2,15,2
383435,2,15,2
383515,2,14,2
383594,2,13,2
383673,3,13,2
383753,3,12,2
383832,3,12,2
383911,3,11,2
383991,3,10,2
384149,4,9,2
384230,4,9,2
384309,4,8,2
384388,5,8,2
384469,5,7,2
384547,5,7,2
384626,5,6,2
384703,6,6,2
384790,6,5,2
384868,6,5,2
384944,7,4,2
385024,7,4,2
385103,7,3,2
385183,8,3,2
385262,7,2,2
385341,7,2,2
385421,6,2,2
385500,5,2,2
385580,5,2,2
385659,5,2,2
385824,5,1,2
385901,6,1,2
385977,6,1,2
386062,5,1,2
386140,5,1,2
386216,4,2,2
386295,3,2,2
386375,3,3,2
386459,3,3,2
386537,2,4,2
386610,2,4,2
386702,2,5,2
386770,1,5,2
386849,1,5,2
386929,1,5,2
387011,1,4,2
387095,2,4,2
387174,2,3,2
387248,2,4,2
387329,2,4,2
387407,3,5,2
387487,3,5,2
387566,4,5,2
387647,4,6,2
387725,4,6,2
387805,4,7,2
387889,4,7,2
387969,3,7,2
388046,3,6,2
388121,4,6,2
388201,4,5,2
388281,4,5,2
388360,4,4,2
388445,4,3,2
388526,5,3,2
388604,5,3,2
388679,5,3,2
388758,4,4,2
388838,4,4,2
388922,4,5,2
388996,4,5,2
389079,4,6,2
389158,3,6,2
389238,3,7,2
389318,3,7,2
389397,3,8,2
389476,3,8,2
389556,3,9,2
389636,3,10,2
389714,3,10,2
389790,3,11,2
389876,3,11,2
389950,2,12,2
390030,2,13,2
390109,2,13,2
390188,2,13,2
390268,1,14,2
390345,1,14,2
390435,1,15,2
390506,1,16,2
390585,1,16,2
390665,1,17,2
390745,1,17,2
390824,1,18,2
390903,1,17,2
390983,1,17,2
391062,2,16,2
391142,2,15,2
391222,2,15,2
391301,2,14,2
391380,2,14,2
391460,2,15,2
391539,3,15,2
391618,3,16,2
391698,3,16,2
391777,4,17,2
391857,4,17,2
391936,3,16,2
392016,3,16,2
392095,3,15,2
392175,2,14,2
392254,2,14,2
392334,1,14,2
392413,2,14,2
392493,2,13,2
392572,2,13,2
392651,2,12,2
392731,3,11,2
392810,3,11,2
392895,3,11,2
392973,3,12,2
393048,3,12,2
393130,3,13,2
393210,3,13,2
393289,3,13,2
393369,3,13,2
393448,3,12,2
393527,2,12,2
393607,2,12,2
393686,2,13,2
393765,2,14,2
393845,2,14,2
393925,2,15,2
394004,2,15,2
394086,2,16,2
394165,2,17,2
394241,2,17,2
394320,2,18,2
394404,2,18,2
394484,2,18,2
394558,2,18,2
394638,2,17,2
394717,2,17,2
394797,2,16,2
394876,2,16,2
394956,3,15,2
395035,3,14,2
395114,3,14,2
395198,3,13,2
395277,3,13,2
395353,3,12,2
395432,3,11,2
395512,3,11,2
395591,3,10,2
395670,3,10,2
395834,2,10,2
395909,1,10,2
395989,1,10,2
396068,1,9,2
396231,2,8,2
396306,2,7,2
396386,2,7,2
396465,2,6,2
396545,2,6,2
396624,2,5,2
396703,2,5,2
396783,2,4,2
396862,2,5,2
396943,2,5,2
397021,2,6,2
397101,2,6,2
397180,2,7,2
397259,1,8,2
397340,1,8,2
397419,1,9,2
397498,2,9,2
397577,2,10,2
397657,2,10,2
397737,2,11,2
397816,2,12,2
397895,2,12,2
397975,3,13,2
398054,3,13,2
398134,3,14,2
398213,3,14,2
398293,3,14,2
398372,2,14,2
398452,2,14,2
