Computer Time,jointAngle1,jointAngle2
75919,-0.9153840592468488,1.4779258632531043,1
75969,-1.0202073881538487,1.614503232242139,1
76232,-1.0384616096705535,1.6205252930447318,1
76795,-1.079289442655142,1.570738290447874,1
77264,-0.9320228184478455,1.5911526372429114,1
77693,-0.7719237167949304,1.525954822880998,1
77917,-0.7734212003383902,1.356101641580373,1
78474,-0.7387894204048518,1.39745656070263,1
78740,-0.8365663647585123,1.3115830284247438,1
79457,-0.7264628017022305,1.1351027284092128,1
80133,-0.6367341855020343,1.2918175682558566,1
80363,-0.7142507237938728,1.1301142159743172,1
80947,-0.8106622105225556,1.2486807182086077,1
81510,-0.6272640822079798,1.1650513131829046,1
81885,-0.4950753261170386,1.178289045527786,1
82924,-0.3440253525151056,1.0293674841209495,1
83203,-0.16166643781163637,1.1555421528854715,1
83265,-0.12878838561911357,0.9963187300245416,1
83359,-0.10399551819199937,0.9479703377561834,1
84012,-0.14857271136950936,1.0194627859408927,1
84302,-0.3287549347057176,1.0731739587313427,1
85053,-0.43015825601429547,1.142758929628418,1
85340,-0.2760149036600164,1.1996289402195086,1
85544,-0.2980305117114008,1.345196317041416,1
86154,-0.22554037289571882,1.2072144927083786,1
86401,-0.3789828938812355,1.2119475399329396,1
86569,-0.2819717704677697,1.1287889673409306,1
86786,-0.2694422111904593,1.0394513642550636,1
87339,-0.3673089670949041,1.1554986816226605,1
87665,-0.49067663694518254,1.1401623083613088,1
88355,-0.5418693192138636,1.328665530741496,1
88631,-0.7248957233637898,1.3435970995046156,1
89015,-0.6199157800498898,1.246264557922527,1
89594,-0.5239240406848351,1.2497503787060313,1
89854,-0.5743789203057265,1.0843396295429666,1
90135,-0.6746613363197356,1.2731798814788662,1
90645,-0.7546246382133239,1.4552481662407557,1
90956,-0.9396725630232331,1.5629599965087668,1
91264,-0.9430305446905027,1.438775593995943,1
91542,-0.899455684119095,1.2651531746890508,1
91722,-0.9571334517961925,1.4388275752727142,1
91824,-0.9315119714127673,1.3397423948957605,1
92510,-0.9169198999451584,1.3623303111889906,1
93447,-0.7218778530406745,1.3226379732951936,1
94219,-0.5276041505032345,1.4138390296814136,1
94356,-0.680771306150299,1.3287264025243506,1
94610,-0.6263510035828925,1.2374551480379692,1
95272,-0.5811331629037327,1.0799666963412877,1
95625,-0.44227917461959515,1.1138321846505566,1
96322,-0.5466358109959161,1.1551706171150782,1
96976,-0.6738032765159845,1.0780315051632936,1
97816,-0.517666727370432,1.074174323617727,1
98103,-0.7071039974752641,1.058455879594735,1
98773,-0.802711812302467,1.116285506804366,1
98945,-0.7432035993055519,1.303792866473124,1
99058,-0.7090293967000445,1.1952399630501676,1
99622,-0.7101170608603652,1.2417901095937793,1
99997,-0.6755887659612133,1.4249674317327972,1
100429,-0.7706320125683587,1.4123500060595844,1
100883,-0.6602403883187711,1.4234208059086264,1
101123,-0.4800182451726209,1.2641190416107704,1
101357,-0.5810912265833079,1.3750226355467252,1
102230,-0.5859116316617112,1.2883902708818409,1
102719,-0.4188724502893464,1.3913602796135116,1
103621,-0.5731005765497661,1.4412138230155846,1
104279,-0.37778970306560483,1.5342622380206492,1
104891,-0.5080992887647289,1.443982832436345,1
105885,-0.5854138335856938,1.3002997866599746,1
106561,-0.7785997245378817,1.1939475859401005,1
106987,-0.6471657245315487,1.268525187626075,1
107537,-0.6168042223685878,1.4032605607348532,1
107624,-0.4232745108314532,1.2857312631475395,1
108057,-0.43167885765225855,1.2653141719284025,1
109081,-0.6056624764993623,1.4357474772777925,1
109239,-0.41594942587451633,1.6038935800534642,1
109651,-0.41364072873967045,1.5360336408110296,1
109731,-0.24892458558638786,1.3820330233399378,1
110403,-0.2779071051305778,1.4049186603513393,1
110804,-0.47144064096496985,1.4370289490977224,1
111769,-0.3134106696247193,1.3003061099430977,1
112712,-0.4988554132977708,1.1939769418939639,1
112967,-0.6913548908969512,1.116285415518733,1
113252,-0.6419872817182869,1.1454362394407651,1
113803,-0.5495093360578083,1.0857219973776562,1
113916,-0.4211618956497918,1.0910096842353854,1
114581,-0.3752473336552951,1.0398584173278207,1
115521,-0.5505021599040648,1.0792845530655115,1
116075,-0.6907752598454443,0.9288903427722567,1
116545,-0.6345069595271848,1.0598018118818835,1
116864,-0.5197597154960276,1.052111832070293,1
117268,-0.46523339106972433,1.09541130845232,1
117478,-0.36858349608202895,1.0927604835913725,1
118109,-0.4044259301355304,1.0682780386970014,1
118365,-0.5749414851312771,1.1090349054637847,1
118426,-0.6767592764015257,1.1997625991085352,1
118694,-0.6507591822471464,1.1509435018689618,1
119156,-0.7202476459082962,1.3257594653730216,1
119826,-0.5682537511815771,1.2533909122288118,1
120522,-0.4865368297944563,1.4132076391515809,1
120614,-0.5899057511046402,1.2753308783283461,1
120882,-0.5730583301318548,1.219893987626299,1
121590,-0.4619083084826254,1.0993605841120369,1
122243,-0.6334004197427864,1.103057515684215,1
122467,-0.45283183077788514,1.0554675645109117,1
122782,-0.4607902846570699,1.1535969922796516,1
123318,-0.4884409243306165,1.3196637261898847,1
123673,-0.3155561550300706,1.234907245341981,1
124122,-0.21613222963871098,1.2181323685019732,1
124518,-0.2696481453233871,1.1147954233571262,1
125024,-0.1670051934646969,1.0992477221240686,1
125319,-0.29374649705586536,1.1100286215085198,1
126296,-0.41277399544213356,1.3020264000650679,1
127293,-0.6006332062228887,1.196615184332308,1
127557,-0.7681216117961489,1.0552626438067692,1
128554,-0.7058607499447294,1.0535827937228621,1
128864,-0.5513530413252237,1.2179957524338243,1
129125,-0.4693313365386821,1.2095907261222378,1
129716,-0.5501091972545777,1.3774786956869856,1
130540,-0.4550241584783752,1.485250443676743,1
131087,-0.6481246102272128,1.4239286709552343,1
131400,-0.5570667185474724,1.5285333166981212,1
131666,-0.4751240840352307,1.336926143004166,1
131917,-0.4659423406177011,1.2144730579860892,1
132306,-0.46769438632627885,1.115908401851916,1
132829,-0.3848035173373589,1.1316667462805399,1
132936,-0.2635129398207433,1.144568157124247,1
133163,-0.2680583908528637,1.190270733436399,1
133545,-0.17205798905800296,1.0361829023051135,1
133941,-0.3086290706261134,1.1389280161255617,1
133979,-0.13812171196502931,0.9462088745838731,1
134087,-0.1265633593780077,0.9400542495249222,1
134303,-0.16698320591513036,0.9751005654484698,1
134517,-0.09389872356375098,0.9180726573068884,1
134754,-0.12972507801701602,1.0527139051333634,1
134909,-0.2237973391947468,1.233374826403487,1
135618,-0.2893522158138788,1.302201809853619,1
135797,-0.4091417017429443,1.1963991023175158,1
136935,-0.40259043623414476,1.1149413678194244,1
137676,-0.22562620375570036,1.3095152166431174,1
137939,-0.35532626711502563,1.2048653147734252,1
138341,-0.25863166538591265,1.126330213777526,1
138985,-0.3841034198312147,1.1893803366929903,1
139260,-0.2875225428760771,1.302230874152026,1
139412,-0.34472432478941817,1.2800547432601839,1
139680,-0.28352936536024415,1.1942532636384073,1
139920,-0.15651157924624787,1.0067259268262174,1
140153,-0.19027313963832498,1.1481191169024048,1
140368,-0.13162047927379533,0.9840661058231767,1
140612,-0.21032902368331813,1.0469902464186258,1
141003,-0.2836950987425584,1.0831634797170948,1
141559,-0.36815194498167514,1.0654321324655496,1
142808,-0.5196191642551958,1.1053643326335716,1
143818,-0.710067150849578,0.9111779339893928,1
144081,-0.571834743741452,1.0906251416389827,1
144436,-0.6403717520759769,1.2763720773903757,1
144762,-0.6323440984692054,1.407806288116432,1
145327,-0.5073856470587113,1.2114591863937136,1
145504,-0.6953554077914879,1.3068700951895613,1
146052,-0.6439661635863109,1.2936773738286063,1
146545,-0.6665919734974881,1.1063100822852805,1
146797,-0.6559311033954693,1.2854736924413348,1
146860,-0.7003531335776283,1.2524389348190934,1
147313,-0.6792519820631876,1.2058757544843206,1
148465,-0.6740174441878072,1.0158443008834486,1
149086,-0.4844558750641913,1.1822834613695141,1
149317,-0.6505626762154618,1.20342381541871,1
150342,-0.5801697742513865,1.0375331977086562,1
150728,-0.4094040305140211,1.1781747624793715,1
151419,-0.500568030098394,1.1727362792750031,1
151530,-0.5977141276362616,1.0432034122685487,1
152355,-0.5856577033786299,1.0689846572034762,1
152967,-0.4735694037299486,1.2325734947425977,1
153436,-0.3448755512462301,1.280971860824854,1
153630,-0.2914332805297563,1.4008335116842543,1
153947,-0.3302123241465581,1.3798128179999587,1
154583,-0.45713936164936964,1.5252056083377927,1
155047,-0.6193013590753833,1.4920894236168922,1
155536,-0.6251777667102707,1.6833357780852234,1
156081,-0.712390885020986,1.590234286637591,1
156420,-0.7419572275051607,1.4022378608286274,1
156760,-0.684767721155747,1.4630267010173013,1
157246,-0.8049490721147597,1.6474990333344737,1
157575,-0.6581098955235946,1.6477567930576906,1
157951,-0.6018274688898151,1.4704112013287847,1
158715,-0.6510361585098163,1.6629824160617805,1
158982,-0.7783549648121906,1.5098834843941389,1
159938,-0.6966826316110195,1.345810290831297,1
160141,-0.5174204585613719,1.4804257818172595,1
160411,-0.46901892530943223,1.3592097865685433,1
160797,-0.5429830698180006,1.3677336481710043,1
161220,-0.6790379818702208,1.4395818853695639,1
161508,-0.7997743453043877,1.453487705485724,1
162203,-0.8495546311776523,1.6109861668951126,1
162534,-0.6669937665165173,1.6561446459766487,1
162819,-0.7910240822895455,1.7152970603515023,1
163196,-0.6850284557573152,1.5808783076994208,1
163480,-0.697339293754086,1.4438750578315012,1
164280,-0.7630653993395695,1.426091280105219,1
164852,-0.9114359330783859,1.313502148902429,1
164985,-0.8325876282336155,1.4401198483615911,1
165273,-0.8779938029334906,1.4617753493653391,1
165455,-0.7586818439656391,1.309255860078399,1
165985,-0.8362256173955227,1.4010627641420639,1
166086,-0.8649160710657706,1.2220700074685327,1
166509,-0.9087464647716055,1.285531709673999,1
167525,-0.7940856248950575,1.2691736262949602,1
167680,-0.6134057753140223,1.4180146839742533,1
168676,-0.5504310150712799,1.3482073928996798,1
169116,-0.38337513575409893,1.52511834775453,1
169695,-0.45363341108171795,1.4370527322863849,1
170330,-0.26127444820253853,1.3458986311117584,1
171244,-0.3090823460197063,1.1569843811857172,1
171337,-0.4898735188327249,1.0780601499405291,1
171950,-0.4642338440418833,1.0736264876075856,1
172713,-0.6596485069631384,1.1751745442059964,1
172974,-0.5304904428814862,1.294125770231667,1
173584,-0.5801502936150236,1.2637971605107459,1
173660,-0.7546664381773743,1.303425446606557,1
174117,-0.726956958501591,1.2888386783591077,1
174383,-0.8502567556416409,1.3077858033983132,1
174891,-0.8013117224852355,1.14913777192936,1
175254,-0.6220325650503957,1.017042563575533,1
175526,-0.7561774168145878,1.1239997785996165,1
176436,-0.8671774121671059,1.2433921384565503,1
176893,-0.7162183396393618,1.3957925874711834,1
177173,-0.8207590661680835,1.3690025023977646,1
177437,-0.7121440273071624,1.271156321109276,1
178278,-0.6265546993541188,1.2267644161168907,1
179197,-0.48702769184629197,1.3626655754618224,1
179583,-0.30853911366018494,1.4816886386631718,1
179697,-0.44647144298092056,1.554418865229052,1
179936,-0.4803333169687851,1.5588252523367125,1
180408,-0.4143535030870236,1.4182225940141882,1
180851,-0.6083371027914731,1.6139475703381596,1
181605,-0.49287030753907773,1.6398859018972063,1
181963,-0.6665771354256664,1.5617068674338357,1
182350,-0.6976907822905625,1.45333068884833,1
182494,-0.6324055670033917,1.5218133580580173,1
182757,-0.6166257029480721,1.5648481055305279,1
183158,-0.5313029640726281,1.4070012752147307,1
183787,-0.3845921356383105,1.3022047005468105,1
183967,-0.556400017099986,1.3276585225171704,1
184226,-0.501877128326348,1.2078354077792723,1
184654,-0.6114680222331577,1.3456001960613444,1
185152,-0.7405308571019921,1.386956008433274,1
185568,-0.6461092498891907,1.454484185793668,1
185676,-0.6774711582488242,1.3246782878077292,1
186248,-0.6662804730410438,1.2654664544313,1
186474,-0.7902692765636599,1.2333552678783997,1
186605,-0.7784061244067583,1.1244557988955646,1
186756,-0.7361650587712187,1.1056212231037779,1
187362,-0.6883597486505345,0.9884487707987759,1
188283,-0.6193703731683493,1.1217720587286801,1
188666,-0.46864511905041956,1.2647384818951888,1
189052,-0.4649397928030682,1.4139797052419285,1
189246,-0.3175393581147391,1.3029809624035216,1
189615,-0.2326419609013558,1.19666330879098,1
190113,-0.26644009158227944,1.0946161126900784,1
190897,-0.4424402178376533,1.219885647275669,1
191117,-0.26547445125890873,1.2572934115774008,1
191641,-0.3567286586785827,1.3732152006702263,1
191874,-0.5246845832627272,1.4357364025731683,1
191980,-0.6136693124830725,1.5560743207432615,1
192263,-0.6576525482852251,1.6021905952067272,1
192401,-0.5416883259757224,1.5031056639756128,1
192778,-0.5265368914019036,1.4301741064501006,1
193021,-0.4383011474279264,1.454306147397213,1
194036,-0.3726113714764274,1.3015582483374244,1
194528,-0.5641966285137008,1.1828584735868075,1
194886,-0.49198515636021783,1.2733188460639724,1
195283,-0.3484398453627237,1.1366502651278363,1
195618,-0.30448178160757666,1.2314656377179318,1
195882,-0.3969987991471515,1.2482789033265975,1
196543,-0.3722428829977825,1.1113576392570392,1
196924,-0.17985208539905012,1.0342386926694542,1
197562,-0.2850212255281834,1.0651732197445665,1
198030,-0.14661407985874986,1.0934631436550957,1
198869,-0.30215588352167677,1.182520621426249,1
199363,-0.4553113590807951,1.0873054908112503,1
200033,-0.35484217060912515,1.1212853157105018,1
200442,-0.530232831620356,1.1539885297913604,1
200928,-0.5338760887796078,1.3229059270291712,1
201369,-0.6700590417480049,1.3519667935884858,1
201446,-0.8498096655877547,1.529576265502486,1
202133,-0.8654598430170889,1.5196745808743444,1
202570,-0.7763790459413314,1.6960873813468347,1
202979,-0.603779839425197,1.5693866732755355,1
203422,-0.7493195106943474,1.6424412450711043,1
203732,-0.7945420669057399,1.5118908970159466,1
204282,-0.8306494309923363,1.433542227398601,1
204521,-0.6466103901015332,1.3417343568199633,1
204722,-0.5667300587381199,1.1782580482619331,1
204878,-0.5041772464686971,1.1447972465213585,1
205218,-0.5679347920814561,1.2026397549933698,1
205939,-0.7040822032075393,1.3943054267995791,1
206237,-0.5967855201942008,1.547240384795142,1
206521,-0.5377012400265587,1.3798293246948765,1
206954,-0.6463150443515382,1.529931811569187,1
207353,-0.5076746540780095,1.4909623608390945,1
207485,-0.5137793245159415,1.3345032223583388,1
207726,-0.5669290403880085,1.4045571456144788,1
208038,-0.5655361633824315,1.5007346134999833,1
208586,-0.567344225079334,1.3757869470252557,1
209151,-0.42082766443371383,1.3743014696425062,1
209362,-0.3043099353904977,1.4316290880175675,1
210140,-0.29413065855807907,1.3360952363868963,1
210401,-0.4638189048132666,1.2862859064648509,1
210821,-0.46295284685414206,1.1803639715943015,1
211314,-0.6218551936143413,1.3110272796770874,1
211465,-0.7384144028028434,1.3008921317332969,1
211771,-0.6912227666200063,1.282345371352766,1
212241,-0.6920380831525188,1.1613300528318935,1
212803,-0.6962622311306202,1.3532709806142522,1
213200,-0.8747442713302299,1.4240560786083016,1
213661,-0.88212211124687,1.2723112152158986,1
214739,-0.7408543471380187,1.2115343288146148,1
215394,-0.5711284921240944,1.40405960491492,1
215443,-0.48955770920942016,1.5686749621106941,1
216117,-0.5030274825798197,1.5913213148730703,1
216749,-0.6156491995110825,1.4643252505921645,1
216848,-0.720250550553829,1.3476714371173308,1
217091,-0.6816415909763124,1.2939590315371394,1
217437,-0.6228805097151153,1.134894297719233,1
218169,-0.6262039363302471,1.2767579966549043,1
218624,-0.7344480837763347,1.1422551783052497,1
219489,-0.9062909104883109,1.2799515614918375,1
220089,-0.7815472316998192,1.4609649058095493,1
220615,-0.9681787623368343,1.5006248391458001,1
221010,-0.82842783227917,1.5183968660391256,1
221431,-0.9347157719846375,1.5107789442682202,1
222115,-0.9616747119043118,1.3724325721625708,1
222868,-0.8255379597705965,1.4580175724835545,1
223601,-0.6919175428431168,1.5908598951468043,1
223677,-0.8581008150717887,1.518768905281068,1
223732,-0.8830267740459186,1.5585693826826104,1
224307,-0.8622714160296612,1.5290209219926119,1
225037,-0.7339287316618464,1.5871000981095795,1
225198,-0.5516173171756877,1.6424891989355273,1
225902,-0.4975955635996904,1.628864271229416,1
226138,-0.6063572763625084,1.473834169460939,1
226764,-0.5397596917383419,1.4757735788632484,1
226825,-0.40377734350786265,1.5406281867735576,1
227240,-0.3901654258899848,1.5469572829178675,1
228151,-0.36118702176901357,1.3525258621571892,1
228345,-0.5406440199668636,1.2553523258492463,1
228544,-0.5974911558750361,1.2751254208517897,1
228745,-0.5698912268843495,1.3146230198956996,1
229879,-0.4849343966117427,1.1868596064845853,1
230149,-0.2954419137622317,1.365570859000601,1
230582,-0.26879910882913965,1.4398407867166563,1
231450,-0.4374366334544919,1.588740381796115,1
232009,-0.6078858582068665,1.4606565060808618,1
232610,-0.6839974257880631,1.3357091907847167,1
232802,-0.8125563138543133,1.2913547482903849,1
233225,-0.8716288511655477,1.4094369785804124,1
233414,-1.0280866249897302,1.5123703362986696,1
233566,-0.9841767710371598,1.5296216967204586,1
233617,-1.0260716057089598,1.6167073926099689,1
234123,-1.009634752561709,1.59391418816229,1
235028,-0.8824441642872927,1.622029628752522,1
235430,-1.041059210010788,1.4586001811848608,1
235753,-0.9897431143477804,1.5574686180835073,1
236218,-0.8631221056933511,1.3863322300006067,1
236344,-0.676244944930798,1.1971159867439025,1
236437,-0.6757098615573937,1.2476334457007858,1
236549,-0.682711291299436,1.2937446860210968,1
237099,-0.6893049823797441,1.2564798723063995,1
237381,-0.6508636369911718,1.430397821879224,1
237677,-0.7147959927659882,1.5944447711744905,1
237751,-0.7078580016690221,1.7059087714966907,1
238247,-0.6718183545094534,1.6825327836930621,1
238918,-0.697704897504271,1.510291737294884,1
239134,-0.8362257921851648,1.4286781952802488,1
239429,-0.9222030007924468,1.5294545623033446,1
240204,-0.8272743242423825,1.354605527384133,1
240416,-0.6375347244389393,1.3831680746561885,1
240912,-0.6337401302483157,1.4604616172419054,1
241411,-0.6153435464750572,1.640197076635784,1
241514,-0.41907411638131237,1.487113599204779,1
241765,-0.4545995604682822,1.54441536285395,1
241847,-0.47903530972937525,1.4754138494518392,1
242123,-0.464127494325538,1.4286081376248643,1
242282,-0.47612696894250767,1.3287023761024899,1
242605,-0.5069964083138584,1.4191963685731046,1
243399,-0.5338394721634268,1.326500005718147,1
243701,-0.4083915910691297,1.4776519526592298,1
243955,-0.28873138225260153,1.299344812320112,1
244286,-0.19207470185745712,1.2250203676003244,1
244582,-0.3329907238298496,1.381468071846145,1
245292,-0.2077328241245026,1.212081105043095,1
245631,-0.28158840733533036,1.0366647596224445,1
246246,-0.40994713593399,1.1395160482489568,1
246798,-0.579984179718405,1.186779617646259,1
247335,-0.4324626961304468,1.167292489201671,1
247588,-0.6173235611416659,1.2806991770700054,1
248091,-0.6696326777216826,1.2575357142950216,1
248798,-0.6552313710177271,1.443803207701902,1
249383,-0.465710100019528,1.4445021474007178,1
249691,-0.3116684788174667,1.4493718286184063,1
250227,-0.2922910399971473,1.5509297941421951,1
250290,-0.466404854102402,1.593396011779554,1
250596,-0.4476472285953978,1.556254155154105,1
251162,-0.38582454055643567,1.3790426055665639,1
251288,-0.43243718340409915,1.2143199955438446,1
251857,-0.3861803416984176,1.122713828795601,1
252253,-0.564315121989166,1.2100760063112046,1
253036,-0.4733483430772891,1.2229039333515075,1
